日期,類型,分類,金額,帳戶,備註
2021-09-30,支出,餐飲 > 午餐,210,信用卡,麵店
2021-09-30,支出,餐飲 > 晚餐,428,信用卡,涮涮鍋
2021-09-30,支出,餐飲 > 飲料,48,信用卡,五十嵐
2021-09-30,支出,餐飲 > 點心,39,現金,紅豆餅
2021-09-30,支出,交通 > 公車/捷運,25,現金,捷運通勤
2021-10-01,支出,居住 > 房租/房貸,16018,銀行帳戶,每月房租
2021-10-01,支出,餐飲 > 早餐,118,信用卡,全家早餐
2021-10-01,支出,餐飲 > 午餐,104,信用卡,咖哩飯
2021-10-01,支出,餐飲 > 晚餐,430,信用卡,燒烤
2021-10-01,支出,交通 > 公車/捷運,35,現金,捷運通勤
2021-10-01,支出,購物 > 日用品,553,信用卡,保鮮膜
2021-10-02,支出,餐飲 > 早餐,58,信用卡,飯糰
2021-10-02,支出,餐飲 > 午餐,169,現金,牛肉麵
2021-10-02,支出,餐飲 > 晚餐,128,信用卡,火鍋
2021-10-02,支出,餐飲 > 點心,101,現金,泡芙
2021-10-02,支出,交通 > 加油,1583,現金,中油加油
2021-10-03,支出,餐飲 > 午餐,175,現金,麵店
2021-10-03,支出,餐飲 > 晚餐,397,信用卡,日本料理
2021-10-04,支出,居住 > 管理費,1755,銀行帳戶,社區管理費
2021-10-04,支出,餐飲 > 早餐,91,現金,吐司
2021-10-04,支出,餐飲 > 午餐,193,現金,咖哩飯
2021-10-04,支出,餐飲 > 晚餐,355,現金,燒烤
2021-10-04,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2021-10-05,支出,交通 > 公車/捷運,48,現金,悠遊卡儲值
2021-10-06,收入,薪資,63116,銀行帳戶,2021年10月薪資
2021-10-06,支出,餐飲 > 午餐,183,現金,牛肉麵
2021-10-06,支出,餐飲 > 晚餐,325,現金,涮涮鍋
2021-10-06,支出,交通 > 公車/捷運,50,現金,悠遊卡加值
2021-10-06,支出,娛樂 > 運動健身,1272,信用卡,瑜珈課
2021-10-07,支出,餐飲 > 早餐,76,現金,蛋餅
2021-10-07,支出,餐飲 > 午餐,154,信用卡,拉麵
2021-10-07,支出,餐飲 > 晚餐,122,信用卡,火鍋
2021-10-07,支出,交通 > 公車/捷運,40,現金,公車
2021-10-08,支出,餐飲 > 早餐,40,現金,全家早餐
2021-10-08,支出,餐飲 > 午餐,230,現金,雞腿飯
2021-10-08,支出,餐飲 > 晚餐,104,現金,火鍋
2021-10-08,支出,交通 > 公車/捷運,50,現金,悠遊卡儲值
2021-10-09,收入,兼職,6618,銀行帳戶,翻譯收入
2021-10-09,支出,餐飲 > 午餐,91,現金,自助餐
2021-10-09,支出,餐飲 > 晚餐,175,現金,披薩
2021-10-09,支出,餐飲 > 飲料,87,信用卡,珍珠奶茶
2021-10-10,支出,餐飲 > 早餐,72,現金,麥當勞早餐
2021-10-10,支出,餐飲 > 午餐,164,現金,拉麵
2021-10-10,支出,餐飲 > 飲料,137,現金,路易莎咖啡
2021-10-10,支出,餐飲 > 點心,61,信用卡,鬆餅
2021-10-11,支出,餐飲 > 午餐,149,信用卡,排骨飯
2021-10-11,支出,餐飲 > 晚餐,291,信用卡,泰式料理
2021-10-11,支出,交通 > 加油,1309,現金,加油
2021-10-12,支出,餐飲 > 早餐,49,現金,美而美早餐
2021-10-12,支出,餐飲 > 晚餐,173,信用卡,日本料理
2021-10-12,支出,購物 > 家電,3714,信用卡,電風扇
2021-10-13,支出,餐飲 > 早餐,48,現金,飯糰
2021-10-13,支出,餐飲 > 午餐,131,現金,義大利麵
2021-10-13,支出,餐飲 > 飲料,167,現金,果汁
2021-10-13,支出,交通 > 公車/捷運,16,現金,捷運
2021-10-13,支出,購物 > 日用品,658,現金,衛生紙
2021-10-14,支出,餐飲 > 早餐,91,現金,蛋餅
2021-10-14,支出,餐飲 > 午餐,90,現金,鐵板燒
2021-10-14,支出,餐飲 > 晚餐,242,現金,水餃
2021-10-14,支出,餐飲 > 飲料,74,信用卡,綠茶
2021-10-14,支出,交通 > 公車/捷運,30,現金,悠遊卡儲值
2021-10-14,支出,購物 > 日用品,355,現金,衛生紙
2021-10-14,支出,娛樂 > 電影/影音,380,現金,Spotify
2021-10-15,支出,居住 > 水電費,1189,銀行帳戶,本月電費
2021-10-15,支出,餐飲 > 早餐,59,信用卡,蛋餅
2021-10-15,支出,餐飲 > 午餐,192,現金,定食
2021-10-15,支出,餐飲 > 晚餐,350,信用卡,夜市小吃
2021-10-15,支出,餐飲 > 飲料,175,信用卡,手搖飲
2021-10-15,支出,餐飲 > 點心,38,信用卡,紅豆餅
2021-10-15,支出,交通 > 公車/捷運,65,現金,捷運通勤
2021-10-15,支出,購物 > 日用品,514,現金,保鮮膜
2021-10-16,支出,餐飲 > 早餐,35,信用卡,7-11早餐
2021-10-16,支出,餐飲 > 午餐,179,現金,定食
2021-10-16,支出,餐飲 > 晚餐,401,現金,水餃
2021-10-16,支出,餐飲 > 點心,135,信用卡,車輪餅
2021-10-17,支出,餐飲 > 午餐,236,信用卡,牛肉麵
2021-10-18,支出,餐飲 > 早餐,57,信用卡,豆漿店
2021-10-18,支出,餐飲 > 晚餐,90,信用卡,燒烤
2021-10-18,支出,餐飲 > 飲料,45,信用卡,美式咖啡
2021-10-18,支出,交通 > 公車/捷運,30,現金,捷運
2021-10-18,轉出,現金,15000,現金,存款
2021-10-18,轉入,銀行帳戶,15000,銀行帳戶,存款
2021-10-19,支出,居住 > 網路費,799,銀行帳戶,光世代月租費
2021-10-19,支出,餐飲 > 午餐,195,信用卡,拉麵
2021-10-19,支出,餐飲 > 晚餐,252,信用卡,炒飯
2021-10-19,支出,餐飲 > 飲料,170,現金,珍珠奶茶
2021-10-19,支出,交通 > 公車/捷運,30,現金,悠遊卡加值
2021-10-20,支出,餐飲 > 早餐,74,現金,飯糰
2021-10-20,支出,餐飲 > 午餐,107,信用卡,滷肉飯
2021-10-20,支出,交通 > 公車/捷運,30,現金,捷運通勤
2021-10-21,支出,餐飲 > 早餐,91,現金,麥當勞早餐
2021-10-21,支出,餐飲 > 午餐,250,現金,滷肉飯
2021-10-21,支出,教育 > 學費,25545,銀行帳戶,研習費
2021-10-22,支出,餐飲 > 早餐,51,信用卡,三明治
2021-10-22,支出,餐飲 > 午餐,236,現金,雞腿飯
2021-10-22,支出,餐飲 > 晚餐,113,現金,火鍋
2021-10-22,支出,餐飲 > 飲料,48,信用卡,星巴克
2021-10-23,支出,餐飲 > 早餐,75,信用卡,蛋餅
2021-10-23,支出,餐飲 > 午餐,124,信用卡,滷肉飯
2021-10-23,支出,餐飲 > 晚餐,367,現金,日本料理
2021-10-23,支出,餐飲 > 飲料,65,信用卡,路易莎咖啡
2021-10-24,支出,餐飲 > 早餐,49,現金,蛋餅
2021-10-24,支出,餐飲 > 午餐,90,現金,拉麵
2021-10-24,支出,餐飲 > 晚餐,324,現金,燒烤
2021-10-24,支出,餐飲 > 飲料,127,信用卡,五十嵐
2021-10-24,支出,交通 > 加油,1507,信用卡,加滿95
2021-10-24,支出,購物 > 日用品,284,信用卡,沐浴乳
2021-10-25,支出,餐飲 > 早餐,52,信用卡,飯糰
2021-10-25,支出,餐飲 > 晚餐,484,現金,炒飯
2021-10-25,支出,餐飲 > 飲料,56,信用卡,五十嵐
2021-10-25,支出,交通 > 公車/捷運,65,現金,悠遊卡加值
2021-10-25,支出,購物 > 日用品,643,信用卡,沐浴乳
2021-10-26,支出,餐飲 > 早餐,101,現金,蛋餅
2021-10-26,支出,餐飲 > 午餐,122,現金,雞腿飯
2021-10-26,支出,餐飲 > 晚餐,236,信用卡,鹹酥雞
2021-10-26,支出,交通 > 公車/捷運,48,現金,悠遊卡儲值
2021-10-26,支出,交通 > 加油,1778,現金,全國加油站
2021-10-26,支出,交通 > 停車費,60,現金,停車場
2021-10-27,支出,餐飲 > 早餐,39,信用卡,飯糰
2021-10-27,支出,餐飲 > 午餐,211,信用卡,拉麵
2021-10-27,支出,餐飲 > 晚餐,147,信用卡,披薩
2021-10-27,支出,餐飲 > 飲料,84,信用卡,綠茶
2021-10-28,支出,餐飲 > 早餐,49,現金,美而美早餐
2021-10-28,支出,餐飲 > 午餐,107,現金,自助餐
2021-10-28,支出,餐飲 > 晚餐,113,現金,水餃
2021-10-28,支出,交通 > 計程車/Uber,106,信用卡,機場計程車
2021-10-29,支出,餐飲 > 午餐,164,現金,咖哩飯
2021-10-29,支出,餐飲 > 晚餐,440,現金,韓式料理
2021-10-29,支出,交通 > 公車/捷運,20,現金,悠遊卡儲值
2021-10-30,支出,餐飲 > 早餐,115,現金,蛋餅
2021-10-30,支出,餐飲 > 午餐,206,現金,簡餐
2021-10-30,支出,餐飲 > 晚餐,426,現金,鹹酥雞
2021-10-30,支出,餐飲 > 飲料,36,現金,路易莎咖啡
2021-10-31,支出,餐飲 > 早餐,44,現金,美而美早餐
2021-10-31,支出,餐飲 > 午餐,138,現金,拉麵
2021-10-31,支出,餐飲 > 晚餐,383,信用卡,水餃
2021-11-01,支出,餐飲 > 早餐,67,信用卡,美而美早餐
2021-11-01,支出,餐飲 > 午餐,96,信用卡,牛肉麵
2021-11-01,支出,餐飲 > 飲料,145,現金,清心
2021-11-01,支出,交通 > 計程車/Uber,481,現金,Uber回家
2021-11-02,支出,餐飲 > 早餐,43,信用卡,三明治
2021-11-02,支出,餐飲 > 午餐,202,信用卡,簡餐
2021-11-02,支出,餐飲 > 晚餐,330,信用卡,夜市小吃
2021-11-02,支出,交通 > 公車/捷運,16,現金,公車
2021-11-03,支出,居住 > 房租/房貸,15401,銀行帳戶,每月房租
2021-11-03,支出,餐飲 > 午餐,198,信用卡,麵店
2021-11-03,支出,餐飲 > 晚餐,464,信用卡,滷味
2021-11-04,收入,薪資,57260,銀行帳戶,2021年11月薪資
2021-11-04,支出,餐飲 > 早餐,119,現金,美而美早餐
2021-11-04,支出,餐飲 > 午餐,127,現金,自助餐
2021-11-04,支出,餐飲 > 晚餐,321,現金,泰式料理
2021-11-04,支出,餐飲 > 飲料,40,信用卡,美式咖啡
2021-11-04,支出,教育 > 書籍,204,信用卡,技術書籍
2021-11-05,支出,餐飲 > 早餐,90,現金,蛋餅
2021-11-05,支出,餐飲 > 晚餐,134,現金,自己煮
2021-11-05,支出,交通 > 公車/捷運,50,現金,捷運
2021-11-05,支出,交通 > 停車費,50,現金,停車場
2021-11-06,支出,餐飲 > 早餐,114,信用卡,燒餅油條
2021-11-06,支出,餐飲 > 午餐,113,信用卡,牛肉麵
2021-11-06,支出,餐飲 > 晚餐,493,現金,自己煮
2021-11-06,支出,交通 > 計程車/Uber,289,信用卡,計程車
2021-11-06,支出,醫療 > 掛號費,300,現金,看感冒
2021-11-07,支出,餐飲 > 午餐,201,信用卡,義大利麵
2021-11-07,支出,餐飲 > 晚餐,486,信用卡,披薩
2021-11-07,支出,餐飲 > 飲料,67,信用卡,清心
2021-11-08,支出,餐飲 > 早餐,107,信用卡,7-11早餐
2021-11-08,支出,餐飲 > 午餐,104,信用卡,鐵板燒
2021-11-08,支出,餐飲 > 晚餐,244,現金,夜市小吃
2021-11-09,支出,餐飲 > 午餐,116,信用卡,定食
2021-11-09,支出,餐飲 > 晚餐,322,現金,韓式料理
2021-11-10,支出,餐飲 > 午餐,217,現金,定食
2021-11-10,支出,餐飲 > 飲料,65,信用卡,迷客夏
2021-11-10,支出,餐飲 > 點心,143,現金,紅豆餅
2021-11-10,支出,購物 > 日用品,487,信用卡,清潔用品
2021-11-11,支出,餐飲 > 早餐,68,現金,美而美早餐
2021-11-11,支出,餐飲 > 午餐,87,信用卡,自助餐
2021-11-11,支出,餐飲 > 晚餐,477,現金,鹹酥雞
2021-11-11,支出,交通 > 公車/捷運,35,現金,悠遊卡儲值
2021-11-12,支出,餐飲 > 早餐,110,現金,三明治
2021-11-12,支出,餐飲 > 晚餐,247,信用卡,自己煮
2021-11-12,支出,餐飲 > 飲料,131,現金,清心
2021-11-12,支出,交通 > 公車/捷運,25,現金,公車
2021-11-13,支出,餐飲 > 午餐,210,現金,排骨飯
2021-11-13,支出,餐飲 > 晚餐,147,信用卡,熱炒
2021-11-13,支出,餐飲 > 點心,43,現金,甜甜圈
2021-11-14,支出,居住 > 水電費,2135,銀行帳戶,台電電費
2021-11-14,支出,餐飲 > 早餐,43,信用卡,飯糰
2021-11-14,支出,餐飲 > 午餐,214,信用卡,雞腿飯
2021-11-14,支出,餐飲 > 晚餐,435,現金,夜市小吃
2021-11-15,支出,餐飲 > 早餐,117,現金,7-11早餐
2021-11-15,支出,餐飲 > 午餐,137,信用卡,便當
2021-11-15,支出,餐飲 > 晚餐,468,現金,日本料理
2021-11-15,支出,餐飲 > 點心,70,信用卡,鬆餅
2021-11-15,支出,交通 > 加油,1093,信用卡,中油加油
2021-11-16,支出,餐飲 > 早餐,40,現金,燒餅油條
2021-11-16,支出,餐飲 > 午餐,138,信用卡,便當
2021-11-16,支出,餐飲 > 晚餐,121,信用卡,夜市小吃
2021-11-16,支出,交通 > 公車/捷運,50,現金,悠遊卡儲值
2021-11-17,支出,餐飲 > 早餐,55,現金,燒餅油條
2021-11-17,支出,餐飲 > 午餐,130,信用卡,滷肉飯
2021-11-17,支出,餐飲 > 晚餐,413,信用卡,鹹酥雞
2021-11-17,支出,餐飲 > 飲料,166,信用卡,珍珠奶茶
2021-11-17,支出,交通 > 公車/捷運,20,現金,捷運通勤
2021-11-17,支出,購物 > 服飾,790,信用卡,Nike球鞋
2021-11-18,支出,居住 > 網路費,599,銀行帳戶,光世代月租費
2021-11-18,支出,餐飲 > 早餐,110,信用卡,三明治
2021-11-18,支出,餐飲 > 午餐,245,現金,咖哩飯
2021-11-18,支出,交通 > 公車/捷運,16,現金,捷運通勤
2021-11-19,支出,餐飲 > 早餐,76,信用卡,飯糰
2021-11-19,支出,餐飲 > 午餐,122,信用卡,簡餐
2021-11-19,支出,餐飲 > 晚餐,226,現金,熱炒
2021-11-20,支出,餐飲 > 早餐,83,現金,全家早餐
2021-11-20,支出,餐飲 > 午餐,135,現金,拉麵
2021-11-20,支出,餐飲 > 晚餐,270,現金,泰式料理
2021-11-20,支出,餐飲 > 點心,128,現金,蛋糕
2021-11-21,支出,餐飲 > 午餐,242,現金,簡餐
2021-11-21,支出,餐飲 > 晚餐,137,現金,披薩
2021-11-21,支出,餐飲 > 飲料,177,信用卡,綠茶
2021-11-21,支出,餐飲 > 點心,102,信用卡,蛋糕
2021-11-21,支出,購物 > 日用品,715,現金,保鮮膜
2021-11-22,支出,餐飲 > 早餐,98,信用卡,蛋餅
2021-11-22,支出,餐飲 > 午餐,83,現金,雞腿飯
2021-11-22,支出,餐飲 > 晚餐,474,信用卡,披薩
2021-11-22,支出,餐飲 > 飲料,157,現金,綠茶
2021-11-22,支出,餐飲 > 點心,64,現金,甜甜圈
2021-11-23,支出,餐飲 > 午餐,205,現金,排骨飯
2021-11-23,支出,餐飲 > 飲料,128,現金,五十嵐
2021-11-24,支出,餐飲 > 早餐,76,信用卡,飯糰
2021-11-24,支出,餐飲 > 午餐,182,信用卡,簡餐
2021-11-24,支出,餐飲 > 點心,116,信用卡,紅豆餅
2021-11-24,支出,交通 > 公車/捷運,40,現金,悠遊卡儲值
2021-11-25,支出,餐飲 > 早餐,104,現金,7-11早餐
2021-11-25,支出,餐飲 > 午餐,240,現金,咖哩飯
2021-11-25,支出,餐飲 > 晚餐,403,現金,涮涮鍋
2021-11-25,支出,餐飲 > 點心,134,現金,鬆餅
2021-11-25,支出,交通 > 公車/捷運,40,現金,悠遊卡儲值
2021-11-26,支出,餐飲 > 早餐,105,現金,麥當勞早餐
2021-11-26,支出,餐飲 > 午餐,165,信用卡,自助餐
2021-11-26,支出,餐飲 > 晚餐,488,信用卡,夜市小吃
2021-11-27,支出,餐飲 > 早餐,116,信用卡,美而美早餐
2021-11-27,支出,餐飲 > 午餐,128,現金,鐵板燒
2021-11-28,支出,餐飲 > 早餐,61,現金,麥當勞早餐
2021-11-28,支出,餐飲 > 午餐,87,信用卡,自助餐
2021-11-28,支出,餐飲 > 晚餐,477,現金,熱炒
2021-11-28,支出,餐飲 > 飲料,65,信用卡,拿鐵
2021-11-28,支出,交通 > 計程車/Uber,405,信用卡,Uber回家
2021-11-29,支出,餐飲 > 早餐,96,現金,蛋餅
2021-11-29,支出,餐飲 > 晚餐,259,現金,泰式料理
2021-11-29,支出,交通 > 公車/捷運,50,現金,悠遊卡儲值
2021-11-30,支出,餐飲 > 早餐,38,信用卡,7-11早餐
2021-11-30,支出,餐飲 > 晚餐,124,信用卡,泰式料理
2021-11-30,支出,餐飲 > 點心,122,現金,雞蛋糕
2021-11-30,支出,交通 > 公車/捷運,35,現金,捷運通勤
2021-12-01,支出,居住 > 房租/房貸,16642,銀行帳戶,每月房租
2021-12-01,支出,餐飲 > 午餐,237,信用卡,自助餐
2021-12-01,支出,餐飲 > 晚餐,145,現金,夜市小吃
2021-12-01,支出,交通 > 公車/捷運,65,現金,捷運
2021-12-01,轉出,現金,2000,現金,存款
2021-12-01,轉入,銀行帳戶,2000,銀行帳戶,存款
2021-12-02,支出,餐飲 > 早餐,101,信用卡,美而美早餐
2021-12-02,支出,餐飲 > 晚餐,163,現金,泰式料理
2021-12-03,支出,居住 > 管理費,1933,銀行帳戶,社區管理費
2021-12-03,支出,餐飲 > 早餐,118,現金,飯糰
2021-12-03,支出,餐飲 > 午餐,126,現金,牛肉麵
2021-12-04,支出,餐飲 > 早餐,112,現金,蛋餅
2021-12-04,支出,餐飲 > 午餐,190,現金,排骨飯
2021-12-04,支出,餐飲 > 晚餐,435,信用卡,炒飯
2021-12-04,支出,交通 > 計程車/Uber,323,信用卡,Uber叫車
2021-12-05,支出,餐飲 > 早餐,86,現金,美而美早餐
2021-12-05,支出,餐飲 > 午餐,121,現金,咖哩飯
2021-12-05,支出,餐飲 > 晚餐,180,信用卡,炒飯
2021-12-06,支出,餐飲 > 早餐,106,現金,麥當勞早餐
2021-12-06,支出,餐飲 > 午餐,156,現金,排骨飯
2021-12-06,支出,餐飲 > 晚餐,85,信用卡,火鍋
2021-12-06,支出,餐飲 > 點心,97,信用卡,車輪餅
2021-12-06,支出,交通 > 公車/捷運,32,現金,捷運通勤
2021-12-07,收入,薪資,57886,銀行帳戶,2021年12月薪資
2021-12-07,支出,餐飲 > 早餐,96,信用卡,麥當勞早餐
2021-12-07,支出,餐飲 > 午餐,179,現金,麵店
2021-12-07,支出,餐飲 > 晚餐,341,現金,涮涮鍋
2021-12-08,支出,餐飲 > 早餐,63,信用卡,飯糰
2021-12-08,支出,餐飲 > 午餐,190,現金,定食
2021-12-08,支出,餐飲 > 晚餐,282,現金,韓式料理
2021-12-08,支出,交通 > 公車/捷運,65,現金,捷運通勤
2021-12-09,支出,餐飲 > 午餐,242,現金,小吃店
2021-12-09,支出,餐飲 > 晚餐,227,信用卡,燒烤
2021-12-09,支出,餐飲 > 飲料,42,信用卡,星巴克
2021-12-10,支出,餐飲 > 早餐,118,信用卡,豆漿店
2021-12-10,支出,餐飲 > 午餐,234,信用卡,滷肉飯
2021-12-11,支出,餐飲 > 早餐,108,現金,蛋餅
2021-12-11,支出,餐飲 > 午餐,205,信用卡,義大利麵
2021-12-11,支出,餐飲 > 晚餐,403,現金,泰式料理
2021-12-12,支出,餐飲 > 早餐,65,現金,三明治
2021-12-12,支出,餐飲 > 晚餐,251,信用卡,泰式料理
2021-12-12,支出,餐飲 > 飲料,143,現金,五十嵐
2021-12-13,支出,餐飲 > 早餐,104,信用卡,麥當勞早餐
2021-12-13,支出,餐飲 > 午餐,228,現金,自助餐
2021-12-13,支出,餐飲 > 晚餐,229,現金,韓式料理
2021-12-13,支出,交通 > 公車/捷運,48,現金,公車
2021-12-13,支出,購物 > 日用品,500,現金,洗衣精
2021-12-14,支出,居住 > 水電費,1137,銀行帳戶,本月電費
2021-12-14,支出,餐飲 > 早餐,53,信用卡,燒餅油條
2021-12-14,支出,餐飲 > 午餐,111,信用卡,定食
2021-12-14,支出,餐飲 > 晚餐,281,現金,熱炒
2021-12-14,支出,餐飲 > 飲料,100,信用卡,果汁
2021-12-14,支出,交通 > 公車/捷運,32,現金,悠遊卡加值
2021-12-14,支出,購物 > 服飾,546,信用卡,Uniqlo
2021-12-15,支出,餐飲 > 午餐,201,信用卡,拉麵
2021-12-15,支出,餐飲 > 晚餐,151,現金,熱炒
2021-12-15,支出,餐飲 > 飲料,48,現金,星巴克
2021-12-15,支出,交通 > 公車/捷運,32,現金,捷運通勤
2021-12-16,支出,餐飲 > 午餐,82,現金,牛肉麵
2021-12-16,支出,交通 > 公車/捷運,30,現金,悠遊卡加值
2021-12-16,支出,娛樂 > 遊戲,262,信用卡,PS Store
2021-12-17,支出,餐飲 > 早餐,37,信用卡,麥當勞早餐
2021-12-17,支出,餐飲 > 午餐,178,現金,義大利麵
2021-12-17,支出,餐飲 > 晚餐,162,現金,水餃
2021-12-17,支出,交通 > 公車/捷運,48,現金,悠遊卡儲值
2021-12-18,支出,居住 > 網路費,799,信用卡,光世代月租費
2021-12-18,收入,投資,8708,銀行帳戶,債券配息
2021-12-18,支出,餐飲 > 早餐,57,現金,豆漿店
2021-12-18,支出,餐飲 > 午餐,141,信用卡,拉麵
2021-12-18,支出,餐飲 > 晚餐,387,信用卡,鹹酥雞
2021-12-18,支出,餐飲 > 飲料,60,現金,美式咖啡
2021-12-18,支出,購物 > 家電,5676,信用卡,除濕機
2021-12-19,支出,餐飲 > 早餐,104,信用卡,麥當勞早餐
2021-12-19,支出,餐飲 > 晚餐,484,信用卡,自己煮
2021-12-19,支出,餐飲 > 飲料,164,信用卡,果汁
2021-12-20,支出,餐飲 > 早餐,86,現金,麥當勞早餐
2021-12-20,支出,餐飲 > 午餐,183,信用卡,小吃店
2021-12-20,支出,餐飲 > 晚餐,198,信用卡,水餃
2021-12-21,支出,餐飲 > 早餐,108,信用卡,三明治
2021-12-21,支出,餐飲 > 午餐,205,信用卡,排骨飯
2021-12-21,支出,餐飲 > 晚餐,297,現金,滷味
2021-12-21,支出,餐飲 > 飲料,93,信用卡,拿鐵
2021-12-21,支出,交通 > 公車/捷運,25,現金,捷運通勤
2021-12-21,支出,教育 > 書籍,272,信用卡,漫畫
2021-12-22,支出,餐飲 > 早餐,39,信用卡,三明治
2021-12-22,支出,餐飲 > 午餐,138,現金,排骨飯
2021-12-22,支出,餐飲 > 飲料,176,現金,綠茶
2021-12-22,支出,餐飲 > 點心,149,信用卡,雞蛋糕
2021-12-22,支出,交通 > 公車/捷運,25,現金,捷運
2021-12-23,支出,餐飲 > 早餐,64,現金,燒餅油條
2021-12-23,支出,餐飲 > 午餐,247,現金,滷肉飯
2021-12-23,支出,餐飲 > 晚餐,296,現金,韓式料理
2021-12-23,支出,餐飲 > 飲料,85,現金,星巴克
2021-12-23,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2021-12-23,支出,娛樂 > 運動健身,368,現金,游泳池
2021-12-24,支出,餐飲 > 早餐,58,現金,7-11早餐
2021-12-24,支出,餐飲 > 午餐,123,信用卡,義大利麵
2021-12-24,支出,交通 > 公車/捷運,25,現金,悠遊卡儲值
2021-12-25,支出,餐飲 > 早餐,70,信用卡,麥當勞早餐
2021-12-25,支出,餐飲 > 午餐,108,現金,麵店
2021-12-25,支出,餐飲 > 晚餐,466,現金,熱炒
2021-12-25,支出,餐飲 > 點心,66,信用卡,紅豆餅
2021-12-26,支出,餐飲 > 早餐,102,信用卡,吐司
2021-12-26,支出,餐飲 > 午餐,235,信用卡,鐵板燒
